"ID","EVENT_TYPE","Time","AMP","MAFR","MEFR","DUR","FR"
"200000",0,2021-01-01 00:00:00,0,0,0,2,1
"200000",4,2021-01-01 00:30:00,0.001,0.001,0.001,1,1.00132978723404
"200000",1,2021-01-01 00:45:00,0,0,0,3,1
"200000",5,2021-01-01 01:30:00,NA,NA,NA,5,NA
"200000",0,2021-01-01 02:45:00,0,0,0,1,1
"200000",4,2021-01-01 03:00:00,0.001,0.001,0.001,1,1.00133155792277
"200000",1,2021-01-01 03:15:00,0,0,0,9,1
"200000",4,2021-01-01 05:30:00,0.001,0.001,0.001,1,1.00133333333333
"200000",1,2021-01-01 05:45:00,0,0,0,8,1
"200000",4,2021-01-01 07:45:00,0.001,0.001,0.001,1,1.00133511348465
"200000",1,2021-01-01 08:00:00,0,0,0,9,1
"200000",4,2021-01-01 10:15:00,0.001,0.001,0.001,1,1.00133689839572
"200000",1,2021-01-01 10:30:00,0,0,0,9,1
"200000",4,2021-01-01 12:45:00,0.001,0.001,0.001,1,1.00133868808568
"200000",1,2021-01-01 13:00:00,0,0,0,8,1
"200000",4,2021-01-01 15:00:00,0.001,0.001,0.001,1,1.00134048257373
"200000",1,2021-01-01 15:15:00,0,0,0,9,1
"200000",4,2021-01-01 17:30:00,0.001,0.001,0.001,1,1.00134228187919
"200000",1,2021-01-01 17:45:00,0,0,0,9,1
"200000",4,2021-01-01 20:00:00,0.001,0.001,0.001,1,1.00134408602151
"200000",1,2021-01-01 20:15:00,0,0,0,8,1
"200000",4,2021-01-01 22:15:00,0.001,0.001,0.001,1,1.00134589502019
"200000",1,2021-01-01 22:30:00,0,0,0,9,1
"200000",4,2021-01-02 00:45:00,0.001,0.001,0.001,1,1.00134770889488
"200000",1,2021-01-02 01:00:00,0,0,0,9,1
"200000",4,2021-01-02 03:15:00,0.001,0.001,0.001,1,1.00134952766532
"200000",1,2021-01-02 03:30:00,0,0,0,8,1
"200000",4,2021-01-02 05:30:00,0.001,0.001,0.001,1,1.00135135135135
"200000",1,2021-01-02 05:45:00,0,0,0,9,1
"200000",4,2021-01-02 08:00:00,0.001,0.001,0.001,1,1.00135317997294
"200000",1,2021-01-02 08:15:00,0,0,0,9,1
"200000",4,2021-01-02 10:30:00,0.001,0.001,0.001,1,1.00135501355014
"200000",1,2021-01-02 10:45:00,0,0,0,8,1
"200000",4,2021-01-02 12:45:00,0.001,0.001,0.001,1,1.00135685210312
"200000",1,2021-01-02 13:00:00,0,0,0,9,1
"200000",4,2021-01-02 15:15:00,0.001,0.001,0.001,1,1.00135869565217
"200000",1,2021-01-02 15:30:00,0,0,0,9,1
"200000",4,2021-01-02 17:45:00,0.001,0.001,0.001,1,1.00136054421769
"200000",1,2021-01-02 18:00:00,0,0,0,8,1
"200000",4,2021-01-02 20:00:00,0.001,0.001,0.001,1,1.00136239782016
"200000",1,2021-01-02 20:15:00,0,0,0,9,1
"200000",4,2021-01-02 22:30:00,0.001,0.001,0.001,1,1.00136425648022
"200000",1,2021-01-02 22:45:00,0,0,0,9,1
"200000",4,2021-01-03 01:00:00,0.001,0.001,0.001,1,1.00136612021858
"200000",1,2021-01-03 01:15:00,0,0,0,8,1
"200000",4,2021-01-03 03:15:00,0.001,0.001,0.001,1,1.00136798905609
"200000",1,2021-01-03 03:30:00,0,0,0,9,1
"200000",4,2021-01-03 05:45:00,0.001,0.001,0.001,1,1.0013698630137
"200000",1,2021-01-03 06:00:00,0,0,0,9,1
"200000",4,2021-01-03 08:15:00,0.001,0.001,0.001,1,1.00137174211248
"200000",1,2021-01-03 08:30:00,0,0,0,8,1
"200000",4,2021-01-03 10:30:00,0.001,0.001,0.001,1,1.00137362637363
"200000",1,2021-01-03 10:45:00,0,0,0,9,1
"200000",4,2021-01-03 13:00:00,0.001,0.001,0.001,1,1.00137551581843
"200000",1,2021-01-03 13:15:00,0,0,0,9,1
"200000",4,2021-01-03 15:30:00,0.001,0.001,0.001,1,1.00137741046832
"200000",1,2021-01-03 15:45:00,0,0,0,8,1
"200000",4,2021-01-03 17:45:00,0.001,0.001,0.001,1,1.00137931034483
"200000",1,2021-01-03 18:00:00,0,0,0,9,1
"200000",4,2021-01-03 20:15:00,0.001,0.001,0.001,1,1.00138121546961
"200000",1,2021-01-03 20:30:00,0,0,0,9,1
"200000",4,2021-01-03 22:45:00,0.001,0.001,0.001,1,1.00138312586445
"200000",1,2021-01-03 23:00:00,0,0,0,8,1
"200000",4,2021-01-04 01:00:00,0.001,0.001,0.001,1,1.00138504155125
"200000",1,2021-01-04 01:15:00,0,0,0,9,1
"200000",4,2021-01-04 03:30:00,0.001,0.001,0.001,1,1.00138696255201
"200000",1,2021-01-04 03:45:00,0,0,0,9,1
"200000",4,2021-01-04 06:00:00,0.001,0.001,0.001,1,1.00138888888889
"200000",1,2021-01-04 06:15:00,0,0,0,8,1
"200000",4,2021-01-04 08:15:00,0.001,0.001,0.001,1,1.00139082058414
"200000",1,2021-01-04 08:30:00,0,0,0,9,1
"200000",4,2021-01-04 10:45:00,0.001,0.001,0.001,1,1.00139275766017
"200000",1,2021-01-04 11:00:00,0,0,0,9,1
"200000",4,2021-01-04 13:15:00,0.001,0.001,0.001,1,1.00139470013947
"200000",1,2021-01-04 13:30:00,0,0,0,8,1
"200000",4,2021-01-04 15:30:00,0.001,0.001,0.001,1,1.00139664804469
"200000",1,2021-01-04 15:45:00,0,0,0,9,1
"200000",4,2021-01-04 18:00:00,0.001,0.001,0.001,1,1.0013986013986
"200000",1,2021-01-04 18:15:00,0,0,0,9,1
"200000",4,2021-01-04 20:30:00,0.001,0.001,0.001,1,1.00140056022409
"200000",1,2021-01-04 20:45:00,0,0,0,8,1
"200000",4,2021-01-04 22:45:00,0.001,0.001,0.001,1,1.00140252454418
"200000",1,2021-01-04 23:00:00,0,0,0,9,1
"200000",4,2021-01-05 01:15:00,0.001,0.001,0.001,1,1.00140449438202
"200000",1,2021-01-05 01:30:00,0,0,0,9,1
"200000",4,2021-01-05 03:45:00,0.001,0.001,0.001,1,1.0014064697609
"200000",1,2021-01-05 04:00:00,0,0,0,8,1
"200000",4,2021-01-05 06:00:00,0.001,0.001,0.001,1,1.00140845070423
"200000",1,2021-01-05 06:15:00,0,0,0,9,1
"200000",4,2021-01-05 08:30:00,0.001,0.001,0.001,1,1.00141043723554
"200000",1,2021-01-05 08:45:00,0,0,0,9,1
"200000",4,2021-01-05 11:00:00,0.001,0.001,0.001,1,1.00141242937853
"200000",1,2021-01-05 11:15:00,0,0,0,8,1
"200000",4,2021-01-05 13:15:00,0.001,0.001,0.001,1,1.001414427157
"200000",1,2021-01-05 13:30:00,0,0,0,9,1
"200000",4,2021-01-05 15:45:00,0.001,0.001,0.001,1,1.0014164305949
"200000",1,2021-01-05 16:00:00,0,0,0,9,1
"200000",4,2021-01-05 18:15:00,0.001,0.001,0.001,1,1.00141843971631
"200000",1,2021-01-05 18:30:00,0,0,0,8,1
"200000",4,2021-01-05 20:30:00,0.001,0.001,0.001,1,1.00142045454545
"200000",1,2021-01-05 20:45:00,0,0,0,9,1
"200000",4,2021-01-05 23:00:00,0.001,0.001,0.001,1,1.00142247510669
"200000",1,2021-01-05 23:15:00,0,0,0,2,1
"210000",5,2021-01-01 00:00:00,NA,NA,NA,1,NA
"210000",0,2021-01-01 00:15:00,0,0,0,2,1
"210000",4,2021-01-01 00:45:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01659751037344
"210000",1,2021-01-01 01:00:00,0,0,0,1,1
"210000",2,2021-01-01 01:15:00,0.17,0.17,0.17,1,1.03526970954357
"210000",4,2021-01-01 01:30:00,0.17,0.0899999999999999,0.085,2,1.03526970954357
"210000",2,2021-01-01 02:00:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01659751037344
"210000",3,2021-01-01 02:15:00,0,0,0,15,1
"210000",2,2021-01-01 06:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01836734693878
"210000",3,2021-01-01 06:15:00,0,0,0,1,1
"210000",4,2021-01-01 06:30:00,0.17,0.17,0.17,1,1.03526970954357
"210000",1,2021-01-01 06:45:00,0,0,0,1,1
"210000",2,2021-01-01 07:00:00,0.17,0.17,0.17,1,1.03526970954357
"210000",3,2021-01-01 07:15:00,0,0,0,1,1
"210000",4,2021-01-01 07:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01836734693878
"210000",1,2021-01-01 07:45:00,0,0,0,1,1
"210000",4,2021-01-01 08:00:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01659751037344
"210000",1,2021-01-01 08:15:00,0,0,0,1,1
"210000",2,2021-01-01 08:30:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01659751037344
"210000",3,2021-01-01 08:45:00,0,0,0,3,1
"210000",4,2021-01-01 09:30:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01659751037344
"210000",1,2021-01-01 09:45:00,0,0,0,1,1
"210000",2,2021-01-01 10:00:00,0.17,0.0899999999999999,0.085,2,1.03526970954357
"210000",3,2021-01-01 10:30:00,0,0,0,1,1
"210000",4,2021-01-01 10:45:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01836734693878
"210000",1,2021-01-01 11:00:00,0,0,0,1,1
"210000",4,2021-01-01 11:15:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01659751037344
"210000",2,2021-01-01 11:30:00,0.17,0.0899999999999999,0.085,2,1.03526970954357
"210000",4,2021-01-01 12:00:00,0.17,0.17,0.17,1,1.03526970954357
"210000",1,2021-01-01 12:15:00,0,0,0,1,1
"210000",4,2021-01-01 12:30:00,0.17,0.0899999999999999,0.085,2,1.03655913978495
"210000",2,2021-01-01 13:00:00,0.25,0.17,0.125,2,1.05376344086022
"210000",4,2021-01-01 13:30:00,0.25,0.16,0.125,2,1.05376344086022
"210000",2,2021-01-01 14:00:00,0.25,0.25,0.25,1,1.05376344086022
"210000",3,2021-01-01 14:15:00,0,0,0,1,1
"210000",4,2021-01-01 14:30:00,0.25,0.16,0.125,2,1.05376344086022
"210000",1,2021-01-01 15:00:00,0,0,0,3,1
"210000",2,2021-01-01 15:45:00,0.779999999999999,0.43,0.39,2,1.16774193548387
"210000",4,2021-01-01 16:15:00,0.359999999999999,0.18,0.18,2,1.07100591715976
"210000",1,2021-01-01 16:45:00,0,0,0,1,1
"210000",4,2021-01-01 17:00:00,0.17,0.0899999999999999,0.085,2,1.03469387755102
"210000",2,2021-01-01 17:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01836734693878
"210000",3,2021-01-01 17:45:00,0,0,0,2,1
"210000",2,2021-01-01 18:15:00,0.18,0.18,0.18,1,1.03607214428858
"210000",3,2021-01-01 18:30:00,0,0,0,1,1
"210000",4,2021-01-01 18:45:00,0.27,0.18,0.135,2,1.05510204081633
"210000",2,2021-01-01 19:15:00,0.17,0.0899999999999999,0.085,2,1.03469387755102
"210000",3,2021-01-01 19:45:00,0,0,0,3,1
"210000",2,2021-01-01 20:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01775147928994
"210000",3,2021-01-01 20:45:00,0,0,0,1,1
"210000",2,2021-01-01 21:00:00,0.27,0.18,0.135,2,1.05232558139535
"210000",4,2021-01-01 21:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",1,2021-01-01 22:00:00,0,0,0,6,1
"210000",4,2021-01-01 23:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-01 23:45:00,0,0,0,2,1
"210000",4,2021-01-02 00:15:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01775147928994
"210000",1,2021-01-02 00:30:00,0,0,0,4,1
"210000",2,2021-01-02 01:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03550295857988
"210000",3,2021-01-02 02:00:00,0,0,0,1,1
"210000",4,2021-01-02 02:15:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03550295857988
"210000",2,2021-01-02 02:45:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03550295857988
"210000",3,2021-01-02 03:15:00,0,0,0,4,1
"210000",2,2021-01-02 04:15:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",3,2021-01-02 04:45:00,0,0,0,28,1
"210000",2,2021-01-02 11:45:00,0.57,0.38,0.285,2,1.10497237569061
"210000",4,2021-01-02 12:15:00,0.19,0.19,0.19,1,1.03270223752151
"210000",1,2021-01-02 12:30:00,0,0,0,1,1
"210000",4,2021-01-02 12:45:00,0.739999999999999,0.19,0.123333333333333,6,1.14595660749507
"210000",1,2021-01-02 14:15:00,0,0,0,13,1
"210000",2,2021-01-02 17:30:00,0.359999999999999,0.27,0.18,2,1.07100591715976
"210000",4,2021-01-02 18:00:00,0.529999999999999,0.35,0.176666666666666,3,1.10816326530612
"210000",1,2021-01-02 18:45:00,0,0,0,4,1
"210000",2,2021-01-02 19:45:00,0.17,0.0899999999999999,0.085,2,1.03469387755102
"210000",4,2021-01-02 20:15:00,0.0800000000000001,0.0800000000000001,0.0800000000000001,1,1.01603206412826
"210000",1,2021-01-02 20:30:00,0,0,0,3,1
"210000",2,2021-01-02 21:15:00,0.26,0.26,0.26,1,1.05210420841683
"210000",3,2021-01-02 21:30:00,0,0,0,1,1
"210000",4,2021-01-02 21:45:00,0.18,0.18,0.18,1,1.03550295857988
"210000",2,2021-01-02 22:00:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03550295857988
"210000",4,2021-01-02 22:30:00,0.26,0.17,0.13,2,1.05210420841683
"210000",2,2021-01-02 23:00:00,0.18,0.18,0.18,1,1.03607214428858
"210000",4,2021-01-02 23:15:00,0.0999999999999996,0.0899999999999999,0.0499999999999998,2,1.01972386587771
"210000",2,2021-01-02 23:45:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03550295857988
"210000",3,2021-01-03 00:15:00,0,0,0,2,1
"210000",4,2021-01-03 00:45:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-03 01:00:00,0,0,0,4,1
"210000",4,2021-01-03 02:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01775147928994
"210000",1,2021-01-03 02:15:00,0,0,0,3,1
"210000",2,2021-01-03 03:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01775147928994
"210000",3,2021-01-03 03:15:00,0,0,0,1,1
"210000",4,2021-01-03 03:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01775147928994
"210000",2,2021-01-03 03:45:00,0.55,0.37,0.183333333333333,3,1.10848126232742
"210000",4,2021-01-03 04:30:00,0.19,0.19,0.19,1,1.03499079189687
"210000",1,2021-01-03 04:45:00,0,0,0,2,1
"210000",2,2021-01-03 05:15:00,0.29,0.29,0.29,1,1.05340699815838
"210000",3,2021-01-03 05:30:00,0,0,0,1,1
"210000",4,2021-01-03 05:45:00,0.29,0.29,0.29,1,1.05340699815838
"210000",1,2021-01-03 06:00:00,0,0,0,3,1
"210000",4,2021-01-03 06:45:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",1,2021-01-03 07:15:00,0,0,0,1,1
"210000",2,2021-01-03 07:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",4,2021-01-03 08:00:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",1,2021-01-03 08:30:00,0,0,0,1,1
"210000",4,2021-01-03 08:45:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-03 09:00:00,0,0,0,1,1
"210000",2,2021-01-03 09:15:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",4,2021-01-03 09:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-03 09:45:00,0,0,0,1,1
"210000",2,2021-01-03 10:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",3,2021-01-03 10:15:00,0,0,0,1,1
"210000",4,2021-01-03 10:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03550295857988
"210000",1,2021-01-03 11:00:00,0,0,0,19,1
"210000",2,2021-01-03 15:45:00,1.75,0.25,0.0972222222222222,18,1.34516765285996
"210000",3,2021-01-03 20:15:00,0,0,0,1,1
"210000",2,2021-01-03 20:30:00,0.109999999999999,0.109999999999999,0.109999999999999,1,1.01612903225806
"210000",3,2021-01-03 20:45:00,0,0,0,2,1
"210000",2,2021-01-03 21:15:00,0.11,0.11,0.11,1,1.01587301587302
"210000",3,2021-01-03 21:30:00,0,0,0,3,1
"210000",2,2021-01-03 22:15:00,0.45,0.12,0.1125,4,1.06392045454545
"210000",3,2021-01-03 23:15:00,0,0,0,1,1
"210000",4,2021-01-03 23:30:00,0.11,0.11,0.11,1,1.01490514905149
"210000",1,2021-01-03 23:45:00,0,0,0,1,1
"210000",2,2021-01-04 00:00:00,2.72,0.550000000000001,0.194285714285714,14,1.36856368563686
"210000",3,2021-01-04 03:30:00,0,0,0,3,1
"210000",4,2021-01-04 04:15:00,2.61,0.909999999999998,0.372857142857143,7,1.34846461949266
"210000",1,2021-01-04 06:00:00,0,0,0,1,1
"210000",4,2021-01-04 06:15:00,0.220000000000001,0.11,0.11,2,1.0302613480055
"210000",1,2021-01-04 06:45:00,0,0,0,1,1
"210000",4,2021-01-04 07:00:00,0.23,0.12,0.115,2,1.03267045454545
"210000",1,2021-01-04 07:30:00,0,0,0,2,1
"210000",4,2021-01-04 08:00:00,0.22,0.11,0.11,2,1.03225806451613
"210000",1,2021-01-04 08:30:00,0,0,0,3,1
"210000",4,2021-01-04 09:15:00,0.21,0.109999999999999,0.105,2,1.03177004538578
"210000",1,2021-01-04 09:45:00,0,0,0,16,1
"210000",4,2021-01-04 13:45:00,0.21,0.109999999999999,0.105,2,1.0328125
"210000",1,2021-01-04 14:15:00,0,0,0,4,1
"210000",4,2021-01-04 15:15:00,0.78,0.38,0.26,3,1.13879003558719
"210000",2,2021-01-04 16:00:00,0.38,0.19,0.19,2,1.06761565836299
"210000",4,2021-01-04 16:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01522842639594
"210000",1,2021-01-04 16:45:00,0,0,0,3,1
"210000",4,2021-01-04 17:30:00,0.100000000000001,0.100000000000001,0.100000000000001,1,1.01721170395869
"210000",1,2021-01-04 17:45:00,0,0,0,12,1
"210000",4,2021-01-04 20:45:00,0.199999999999999,0.0999999999999996,0.0999999999999996,2,1.03565062388592
"210000",1,2021-01-04 21:15:00,0,0,0,1,1
"210000",2,2021-01-04 21:30:00,0.0999999999999996,0.0999999999999996,0.0999999999999996,1,1.01782531194296
"210000",4,2021-01-04 21:45:00,0.19,0.100000000000001,0.0950000000000002,2,1.03442028985507
"210000",2,2021-01-04 22:15:00,0.0900000000000007,0.0900000000000007,0.0900000000000007,1,1.01630434782609
"210000",3,2021-01-04 22:30:00,0,0,0,1,1
"210000",4,2021-01-04 22:45:00,0.0900000000000007,0.0900000000000007,0.0900000000000007,1,1.01630434782609
"210000",2,2021-01-04 23:00:00,0.19,0.100000000000001,0.0950000000000002,2,1.03442028985507
"210000",4,2021-01-04 23:30:00,0.19,0.0999999999999996,0.0950000000000002,2,1.03442028985507
"210000",1,2021-01-05 00:00:00,0,0,0,2,1
"210000",4,2021-01-05 00:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01657458563536
"210000",2,2021-01-05 00:45:00,0.180000000000001,0.0900000000000007,0.0900000000000003,2,1.03314917127072
"210000",3,2021-01-05 01:15:00,0,0,0,1,1
"210000",4,2021-01-05 01:30:00,0.0900000000000007,0.0900000000000007,0.0900000000000007,1,1.01630434782609
"210000",1,2021-01-05 01:45:00,0,0,0,1,1
"210000",2,2021-01-05 02:00:00,0.0900000000000007,0.0900000000000007,0.0900000000000007,1,1.01630434782609
"210000",4,2021-01-05 02:15:00,0.0900000000000007,0.0900000000000007,0.0900000000000007,1,1.01630434782609
"210000",1,2021-01-05 02:30:00,0,0,0,1,1
"210000",2,2021-01-05 02:45:00,0.0900000000000007,0.0900000000000007,0.0900000000000007,1,1.01630434782609
"210000",3,2021-01-05 03:00:00,0,0,0,9,1
"210000",4,2021-01-05 05:15:00,0.180000000000001,0.0900000000000007,0.0900000000000003,2,1.03314917127072
"210000",2,2021-01-05 05:45:00,0.180000000000001,0.0900000000000007,0.0900000000000003,2,1.03314917127072
"210000",4,2021-01-05 06:15:00,0.36,0.180000000000001,0.18,2,1.06857142857143
"210000",1,2021-01-05 06:45:00,0,0,0,9,1
"210000",4,2021-01-05 09:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-05 09:15:00,0,0,0,1,1
"210000",2,2021-01-05 09:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",3,2021-01-05 09:45:00,0,0,0,3,1
"210000",4,2021-01-05 10:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-05 10:45:00,0,0,0,2,1
"210000",4,2021-01-05 11:15:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01775147928994
"210000",2,2021-01-05 11:30:00,0.359999999999999,0.18,0.12,3,1.07100591715976
"210000",3,2021-01-05 12:15:00,0,0,0,5,1
"210000",4,2021-01-05 13:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",2,2021-01-05 14:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01714285714286
"210000",3,2021-01-05 14:15:00,0,0,0,4,1
"210000",2,2021-01-05 15:15:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01685393258427
"210000",4,2021-01-05 15:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",2,2021-01-05 16:00:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",4,2021-01-05 16:30:00,0.18,0.0899999999999999,0.0899999999999999,2,1.03428571428571
"210000",1,2021-01-05 17:00:00,0,0,0,15,1
"210000",4,2021-01-05 20:45:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-05 21:00:00,0,0,0,1,1
"210000",2,2021-01-05 21:15:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",4,2021-01-05 21:30:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-05 21:45:00,0,0,0,1,1
"210000",2,2021-01-05 22:00:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",3,2021-01-05 22:15:00,0,0,0,2,1
"210000",5,2021-01-05 22:45:00,NA,NA,NA,2,NA
"210000",4,2021-01-05 23:15:00,0.0899999999999999,0.0899999999999999,0.0899999999999999,1,1.01744186046512
"210000",1,2021-01-05 23:30:00,0,0,0,1,1
